JobID,JobTitle,Company,Location,Skill,ExperienceLevel,Salary_LPA,PostedDate,Year,Month
7049,Data Engineer,Amazon,Bangalore,Power BI,Mid-Level,28.8,13-02-2022,2022,Feb
7050,Business Analyst,IBM,Chennai,R,Senior,10.6,06-08-2020,2020,Aug
7051,Project Manager,Capgemini,Hyderabad,Azure,Mid-Level,26.1,25-08-2022,2022,Aug
7052,Data Scientist,Amazon,Pune,SQL,Mid-Level,5.3,31-08-2022,2022,Aug
7053,Project Manager,HCLTech,Kolkata,AWS,Leadership,4.7,03-03-2022,2022,Mar
7054,Data Engineer,HCLTech,Mumbai,AWS,Senior,25.6,04-07-2021,2021,Jul
7055,Software Engineer,TCS,Delhi,Tableau,Mid-Level,14.2,20-11-2021,2021,Nov
7056,Software Engineer,IBM,Chennai,AWS,Senior,26,26-01-2021,2021,Jan
7057,DevOps Engineer,Amazon,Hyderabad,Python,Fresher,14.1,25-10-2021,2021,Oct
7058,DevOps Engineer,Accenture,Kolkata,R,Mid-Level,23.2,25-12-2022,2022,Dec
7059,DevOps Engineer,Wipro,Noida,Python,Leadership,20.4,22-02-2021,2021,Feb
7060,Data Scientist,Infosys,Gurgaon,Machine Learning,Mid-Level,18.6,26-08-2021,2021,Aug
7061,Data Engineer,Amazon,Chennai,Python,Mid-Level,24,28-02-2021,2021,Feb
7062,Data Scientist,Zoho,Ahmedabad,Azure,Mid-Level,20.7,01-02-2021,2021,Feb
7063,Software Engineer,Oracle,Ahmedabad,AWS,Mid-Level,28.4,18-02-2021,2021,Feb
7064,Project Manager,Zoho,Hyderabad,Power BI,Mid-Level,29.2,16-09-2022,2022,Sep
7065,Data Analyst,Capgemini,Gurgaon,Spark,Mid-Level,8.2,04-06-2020,2020,Jun
7066,Data Engineer,Flipkart,Mumbai,Power BI,Mid-Level,14.4,31-05-2022,2022,May
7067,Data Analyst,TCS,Hyderabad,R,Mid-Level,23.7,31-10-2020,2020,Oct
7068,Project Manager,Oracle,Kolkata,Machine Learning,Fresher,20.5,17-04-2022,2022,Apr
7069,Software Engineer,HCLTech,Hyderabad,Power BI,Fresher,13.6,25-07-2022,2022,Jul
7070,Software Engineer,Capgemini,Chennai,SQL,Leadership,23.7,01-02-2021,2021,Feb
7071,DevOps Engineer,Accenture,Noida,R,Mid-Level,29.6,08-10-2022,2022,Oct
7072,Business Analyst,Capgemini,Chennai,Python,Leadership,13.5,10-01-2023,2023,Jan
7073,Software Engineer,Wipro,Ahmedabad,R,Senior,26.4,05-05-2020,2020,May
7074,DevOps Engineer,HCLTech,Delhi,Machine Learning,Mid-Level,24.7,04-05-2022,2022,May
7075,DevOps Engineer,IBM,Delhi,Python,Mid-Level,27.9,09-05-2020,2020,May
7076,Data Analyst,Zoho,Noida,SQL,Fresher,28.5,21-11-2021,2021,Nov
7077,Business Analyst,Wipro,Chennai,Machine Learning,Fresher,29.2,27-09-2021,2021,Sep
7078,DevOps Engineer,Flipkart,Hyderabad,Spark,Fresher,27.6,28-07-2021,2021,Jul
7079,Software Engineer,Wipro,Bangalore,R,Mid-Level,25.8,01-03-2021,2021,Mar
7080,Data Scientist,Zoho,Pune,Azure,Senior,20.7,11-05-2022,2022,May
7081,Data Analyst,Cognizant,Delhi,Power BI,Leadership,26,23-01-2021,2021,Jan
7082,ML Engineer,Amazon,Mumbai,Tableau,Senior,26.4,21-09-2022,2022,Sep
7083,Business Analyst,Wipro,Delhi,Azure,Leadership,18.2,03-08-2022,2022,Aug
7084,ML Engineer,Infosys,Bangalore,R,Senior,7.3,18-09-2021,2021,Sep
7085,Business Analyst,Wipro,Gurgaon,SQL,Mid-Level,4.5,04-09-2022,2022,Sep
7086,Data Engineer,TCS,Hyderabad,Azure,Mid-Level,26.9,05-04-2022,2022,Apr
7087,Software Engineer,IBM,Noida,Spark,Fresher,29.1,21-12-2021,2021,Dec
7088,Project Manager,Tech Mahindra,Noida,R,Mid-Level,27.4,29-04-2021,2021,Apr
7089,Business Analyst,Amazon,Hyderabad,Python,Fresher,26.9,08-10-2020,2020,Oct
7090,Data Engineer,Amazon,Noida,Machine Learning,Mid-Level,19.5,10-04-2021,2021,Apr
7091,Business Analyst,TCS,Noida,Python,Mid-Level,14,07-05-2021,2021,May
7092,ML Engineer,TCS,Gurgaon,Azure,Fresher,7.2,23-05-2021,2021,May
7093,Software Engineer,Accenture,Kolkata,Azure,Senior,29.4,12-03-2021,2021,Mar
7094,Data Analyst,TCS,Bangalore,Spark,Mid-Level,25.2,17-12-2021,2021,Dec
7095,Software Engineer,Capgemini,Hyderabad,Tableau,Fresher,21.3,16-02-2022,2022,Feb
7096,Software Engineer,Tech Mahindra,Hyderabad,Spark,Senior,27.4,26-06-2022,2022,Jun
7097,Data Engineer,Amazon,Kolkata,R,Senior,12.1,12-05-2020,2020,May
7098,Data Scientist,Wipro,Pune,AWS,Mid-Level,16.3,27-04-2020,2020,Apr
7099,Software Engineer,Infosys,Delhi,Tableau,Leadership,17.1,16-12-2020,2020,Dec
7100,Data Analyst,Amazon,Ahmedabad,Power BI,Senior,23.9,19-03-2021,2021,Mar
7101,Software Engineer,IBM,Ahmedabad,SQL,Fresher,4.2,12-04-2022,2022,Apr
7102,Data Scientist,IBM,Bangalore,AWS,Fresher,17.9,26-04-2021,2021,Apr
7103,Data Engineer,Capgemini,Mumbai,R,Mid-Level,29.4,10-07-2022,2022,Jul
7104,Project Manager,IBM,Ahmedabad,Python,Mid-Level,8.7,06-12-2022,2022,Dec
7105,ML Engineer,Accenture,Gurgaon,Tableau,Fresher,20.4,06-12-2020,2020,Dec
7106,Business Analyst,TCS,Noida,Tableau,Fresher,27.9,07-11-2022,2022,Nov
7107,Data Engineer,Amazon,Gurgaon,Spark,Senior,25.4,11-08-2020,2020,Aug
7108,Data Analyst,TCS,Hyderabad,Machine Learning,Mid-Level,11.1,03-04-2022,2022,Apr
7109,Data Scientist,Amazon,Pune,Spark,Mid-Level,17.4,16-03-2020,2020,Mar
7110,Software Engineer,Accenture,Gurgaon,Tableau,Mid-Level,22.5,03-03-2022,2022,Mar
7111,ML Engineer,Infosys,Hyderabad,AWS,Fresher,13.8,28-05-2021,2021,May
7112,ML Engineer,Infosys,Hyderabad,Power BI,Mid-Level,7.1,25-04-2020,2020,Apr
7113,DevOps Engineer,Oracle,Kolkata,Azure,Mid-Level,15.8,15-02-2023,2023,Feb
7114,Data Engineer,Flipkart,Ahmedabad,Azure,Leadership,18.5,30-08-2022,2022,Aug
7115,Software Engineer,IBM,Pune,R,Leadership,30,14-11-2020,2020,Nov
7116,Business Analyst,Infosys,Kolkata,Machine Learning,Mid-Level,10.7,10-03-2021,2021,Mar
7117,DevOps Engineer,TCS,Noida,R,Mid-Level,22,25-07-2021,2021,Jul
7118,Data Analyst,Wipro,Bangalore,Power BI,Fresher,29.7,10-01-2020,2020,Jan
7119,Business Analyst,Wipro,Chennai,Excel,Senior,19.4,17-02-2020,2020,Feb
7120,Software Engineer,HCLTech,Hyderabad,Excel,Leadership,24.1,14-11-2021,2021,Nov
7121,Data Scientist,Infosys,Bangalore,AWS,Fresher,26,01-03-2022,2022,Mar
7122,Data Scientist,Amazon,Noida,Azure,Senior,7.5,09-05-2022,2022,May
7123,Data Analyst,HCLTech,Pune,AWS,Mid-Level,11.8,12-02-2020,2020,Feb
7124,Software Engineer,Accenture,Noida,Python,Fresher,21.2,06-03-2021,2021,Mar
7125,Business Analyst,TCS,Noida,SQL,Mid-Level,25.8,25-02-2020,2020,Feb
7126,DevOps Engineer,Zoho,Mumbai,R,Mid-Level,4.1,28-11-2021,2021,Nov
7127,ML Engineer,Flipkart,Kolkata,AWS,Mid-Level,9,08-02-2021,2021,Feb
7128,Software Engineer,Wipro,Delhi,AWS,Mid-Level,25.5,16-02-2023,2023,Feb
7129,Software Engineer,TCS,Pune,Spark,Mid-Level,28.4,22-08-2022,2022,Aug
7130,Software Engineer,TCS,Noida,Azure,Mid-Level,6.1,16-10-2022,2022,Oct
7131,Data Scientist,IBM,Hyderabad,Power BI,Fresher,26.1,22-07-2020,2020,Jul
7132,Software Engineer,Tech Mahindra,Ahmedabad,Machine Learning,Mid-Level,15.5,26-01-2021,2021,Jan
7133,Project Manager,TCS,Chennai,AWS,Mid-Level,23.6,06-09-2021,2021,Sep
7134,Project Manager,Amazon,Kolkata,Tableau,Mid-Level,20.1,02-05-2021,2021,May
7135,Data Engineer,Infosys,Bangalore,Machine Learning,Mid-Level,24.8,10-04-2020,2020,Apr
7136,Software Engineer,TCS,Chennai,AWS,Mid-Level,11.2,20-11-2022,2022,Nov
7137,Business Analyst,Flipkart,Delhi,Spark,Mid-Level,15.9,11-02-2020,2020,Feb
7138,Data Scientist,Zoho,Ahmedabad,SQL,Mid-Level,24.6,02-02-2023,2023,Feb
7139,Data Scientist,Oracle,Kolkata,Machine Learning,Leadership,12.4,23-07-2021,2021,Jul
7140,Project Manager,TCS,Bangalore,Python,Fresher,15.3,19-11-2021,2021,Nov
7141,Business Analyst,Cognizant,Chennai,Machine Learning,Senior,17.3,06-01-2022,2022,Jan
7142,Data Engineer,Accenture,Kolkata,AWS,Senior,21.2,15-12-2021,2021,Dec
7143,DevOps Engineer,Oracle,Chennai,Spark,Fresher,27.9,19-02-2022,2022,Feb
7144,Software Engineer,Amazon,Chennai,AWS,Leadership,22.2,10-11-2022,2022,Nov
7145,Data Engineer,Flipkart,Pune,AWS,Fresher,15.4,14-11-2022,2022,Nov
7146,Software Engineer,Accenture,Kolkata,SQL,Mid-Level,29.6,10-07-2020,2020,Jul
7147,Project Manager,TCS,Hyderabad,SQL,Fresher,5.2,30-03-2020,2020,Mar
7148,DevOps Engineer,Capgemini,Gurgaon,Azure,Fresher,26.6,31-03-2020,2020,Mar
7149,Business Analyst,IBM,Gurgaon,Power BI,Senior,11.8,06-04-2022,2022,Apr
7150,Business Analyst,Oracle,Chennai,Excel,Fresher,22.1,17-06-2021,2021,Jun
7151,ML Engineer,Infosys,Kolkata,Excel,Senior,26.5,24-02-2020,2020,Feb
7152,Data Engineer,Tech Mahindra,Mumbai,Power BI,Senior,11.2,25-10-2021,2021,Oct
7153,Data Scientist,Tech Mahindra,Delhi,AWS,Fresher,12.9,22-02-2022,2022,Feb
7154,Data Analyst,Amazon,Chennai,Azure,Mid-Level,10.2,16-02-2023,2023,Feb
7155,Data Scientist,Accenture,Bangalore,R,Mid-Level,5.1,14-10-2021,2021,Oct
7156,Data Analyst,Amazon,Mumbai,Excel,Fresher,24.7,22-09-2022,2022,Sep
7157,Data Scientist,Cognizant,Delhi,Tableau,Leadership,21.1,20-02-2023,2023,Feb
7158,Project Manager,HCLTech,Noida,SQL,Mid-Level,9.5,30-05-2020,2020,May
7159,DevOps Engineer,Wipro,Noida,Excel,Mid-Level,8.2,17-06-2021,2021,Jun
7160,Business Analyst,TCS,Chennai,AWS,Mid-Level,4.7,25-02-2022,2022,Feb
7161,Software Engineer,Accenture,Chennai,Spark,Mid-Level,15.1,20-08-2020,2020,Aug
7162,DevOps Engineer,Flipkart,Kolkata,Tableau,Leadership,23.4,02-02-2023,2023,Feb
7163,Software Engineer,Amazon,Hyderabad,AWS,Senior,28.7,29-08-2020,2020,Aug
7164,DevOps Engineer,Deloitte,Bangalore,Machine Learning,Fresher,23.4,13-10-2020,2020,Oct
7165,Business Analyst,Amazon,Bangalore,Power BI,Senior,24.7,04-07-2020,2020,Jul
7166,Project Manager,Zoho,Chennai,Spark,Fresher,7.9,19-06-2020,2020,Jun
7167,Project Manager,IBM,Gurgaon,Tableau,Leadership,12.5,04-01-2022,2022,Jan
7168,Business Analyst,Flipkart,Hyderabad,Excel,Mid-Level,7.4,02-01-2020,2020,Jan
7169,Data Engineer,Zoho,Noida,R,Senior,26.9,03-03-2021,2021,Mar
7170,Data Engineer,TCS,Mumbai,Spark,Senior,11.6,30-10-2021,2021,Oct
7171,Data Engineer,Wipro,Ahmedabad,Spark,Mid-Level,25.7,06-09-2020,2020,Sep
7172,Software Engineer,Flipkart,Kolkata,Machine Learning,Leadership,5.1,21-06-2022,2022,Jun
7173,ML Engineer,Deloitte,Mumbai,Python,Mid-Level,17,28-05-2021,2021,May
7174,Data Analyst,Deloitte,Pune,SQL,Senior,20.6,02-12-2020,2020,Dec
7175,Business Analyst,Flipkart,Hyderabad,Power BI,Fresher,30,13-11-2021,2021,Nov
7176,Project Manager,Capgemini,Ahmedabad,SQL,Leadership,16.1,12-04-2022,2022,Apr
7177,Business Analyst,Zoho,Mumbai,Power BI,Fresher,9.2,20-01-2021,2021,Jan
7178,Data Scientist,Oracle,Bangalore,AWS,Fresher,29.5,03-11-2021,2021,Nov
7179,Data Engineer,Oracle,Noida,AWS,Fresher,26.9,17-10-2022,2022,Oct
7180,ML Engineer,IBM,Kolkata,Excel,Mid-Level,7,17-12-2021,2021,Dec
7181,DevOps Engineer,Accenture,Gurgaon,SQL,Fresher,10.8,10-05-2021,2021,May
7182,DevOps Engineer,Accenture,Chennai,Tableau,Fresher,7,03-10-2021,2021,Oct
7183,Project Manager,TCS,Hyderabad,Power BI,Mid-Level,4.3,22-01-2021,2021,Jan
7184,Data Scientist,Infosys,Hyderabad,R,Fresher,4.7,25-07-2022,2022,Jul
7185,Data Scientist,Deloitte,Ahmedabad,AWS,Mid-Level,5,15-04-2022,2022,Apr
7186,Software Engineer,Cognizant,Pune,Azure,Fresher,28.2,18-01-2023,2023,Jan
7187,Project Manager,Wipro,Bangalore,SQL,Fresher,23.1,09-04-2021,2021,Apr
7188,Project Manager,Cognizant,Hyderabad,Spark,Fresher,27.3,02-09-2020,2020,Sep
7189,Data Scientist,Accenture,Ahmedabad,Spark,Senior,21.9,18-03-2020,2020,Mar
7190,ML Engineer,Cognizant,Chennai,Machine Learning,Mid-Level,21.2,02-05-2020,2020,May
7191,ML Engineer,Zoho,Chennai,Python,Fresher,21.8,13-02-2022,2022,Feb
7192,Software Engineer,Amazon,Pune,Spark,Fresher,21,17-12-2020,2020,Dec
7193,Data Scientist,HCLTech,Delhi,Azure,Senior,8.4,14-06-2021,2021,Jun
7194,ML Engineer,Capgemini,Kolkata,R,Fresher,10.8,04-12-2021,2021,Dec
7195,Business Analyst,Flipkart,Kolkata,Power BI,Mid-Level,23.6,30-05-2021,2021,May
7196,Data Analyst,IBM,Kolkata,Spark,Fresher,26.3,10-07-2020,2020,Jul
7197,Business Analyst,Oracle,Delhi,Tableau,Mid-Level,15.4,29-11-2021,2021,Nov
7198,Project Manager,Oracle,Chennai,Machine Learning,Fresher,27.6,16-12-2020,2020,Dec
7199,Project Manager,Cognizant,Noida,SQL,Senior,24.1,06-10-2022,2022,Oct
7200,Software Engineer,Wipro,Ahmedabad,Machine Learning,Mid-Level,17.6,23-11-2020,2020,Nov
7201,Software Engineer,Infosys,Hyderabad,R,Mid-Level,22.5,06-05-2021,2021,May
7202,Data Scientist,Tech Mahindra,Bangalore,R,Senior,26.6,07-04-2021,2021,Apr
7203,Business Analyst,Zoho,Bangalore,Power BI,Mid-Level,25.6,26-06-2022,2022,Jun
7204,Data Scientist,Cognizant,Ahmedabad,Power BI,Fresher,25.7,12-01-2020,2020,Jan
7205,Data Scientist,Wipro,Kolkata,Machine Learning,Mid-Level,26.1,28-10-2020,2020,Oct
7206,ML Engineer,Amazon,Ahmedabad,Machine Learning,Senior,24.1,07-05-2020,2020,May
7207,Business Analyst,TCS,Kolkata,Machine Learning,Mid-Level,26.8,01-09-2022,2022,Sep
7208,ML Engineer,Capgemini,Hyderabad,Spark,Mid-Level,12.5,23-12-2021,2021,Dec
7209,Data Engineer,Accenture,Delhi,Spark,Mid-Level,25.7,21-07-2021,2021,Jul
7210,DevOps Engineer,IBM,Kolkata,Excel,Mid-Level,19.2,13-10-2020,2020,Oct
7211,ML Engineer,Capgemini,Pune,Azure,Leadership,18.5,17-08-2022,2022,Aug
7212,DevOps Engineer,HCLTech,Hyderabad,Excel,Senior,10.8,29-10-2022,2022,Oct
7213,DevOps Engineer,Wipro,Noida,AWS,Mid-Level,23.1,25-01-2022,2022,Jan
7214,ML Engineer,Deloitte,Pune,Tableau,Fresher,11.6,16-10-2020,2020,Oct
7215,ML Engineer,IBM,Ahmedabad,Azure,Mid-Level,24.2,15-11-2021,2021,Nov
7216,Data Analyst,TCS,Bangalore,Spark,Mid-Level,27.8,06-10-2020,2020,Oct
7217,Data Scientist,TCS,Mumbai,Python,Mid-Level,21.7,21-07-2021,2021,Jul
7218,Software Engineer,Amazon,Delhi,Azure,Fresher,21.9,05-01-2020,2020,Jan
7219,Project Manager,HCLTech,Bangalore,Azure,Mid-Level,11.6,21-02-2020,2020,Feb
7220,Software Engineer,TCS,Gurgaon,Azure,Senior,17.4,17-08-2021,2021,Aug
7221,DevOps Engineer,Accenture,Noida,Tableau,Fresher,15.2,03-01-2023,2023,Jan
7222,Data Analyst,Zoho,Mumbai,Power BI,Leadership,24,29-08-2020,2020,Aug
7223,Data Engineer,Amazon,Ahmedabad,AWS,Fresher,11.9,23-12-2021,2021,Dec
7224,Business Analyst,Deloitte,Mumbai,Power BI,Senior,18,12-08-2020,2020,Aug
7225,Software Engineer,Capgemini,Mumbai,Azure,Fresher,18.3,13-02-2021,2021,Feb
7226,Data Analyst,Infosys,Chennai,SQL,Mid-Level,18.5,23-10-2022,2022,Oct
7227,Project Manager,Wipro,Pune,AWS,Fresher,25.2,17-05-2022,2022,May
7228,Software Engineer,HCLTech,Bangalore,Azure,Mid-Level,4.2,11-12-2022,2022,Dec
7229,Software Engineer,Flipkart,Chennai,Azure,Mid-Level,13.9,10-12-2021,2021,Dec
7230,Data Scientist,IBM,Bangalore,Azure,Mid-Level,28.7,30-06-2022,2022,Jun
7231,Data Scientist,Wipro,Noida,Tableau,Fresher,27,20-08-2021,2021,Aug
7232,ML Engineer,Cognizant,Kolkata,R,Leadership,8.4,27-04-2021,2021,Apr
7233,ML Engineer,Accenture,Noida,Power BI,Mid-Level,26.4,08-09-2021,2021,Sep
7234,ML Engineer,Infosys,Kolkata,Machine Learning,Fresher,23.6,22-01-2022,2022,Jan
7235,Data Engineer,Accenture,Gurgaon,SQL,Mid-Level,8.8,23-12-2021,2021,Dec
7236,Data Engineer,Amazon,Delhi,AWS,Fresher,20.4,19-11-2022,2022,Nov
7237,Data Analyst,Flipkart,Delhi,Machine Learning,Fresher,18,07-02-2023,2023,Feb
7238,Business Analyst,Accenture,Chennai,Power BI,Leadership,23.9,18-08-2022,2022,Aug
7239,Business Analyst,TCS,Hyderabad,Azure,Leadership,29.9,02-06-2020,2020,Jun
7240,Data Engineer,Amazon,Bangalore,Spark,Mid-Level,6.5,09-10-2022,2022,Oct
7241,Data Engineer,Oracle,Noida,Python,Mid-Level,12.4,04-02-2020,2020,Feb
7242,Data Analyst,Oracle,Delhi,R,Leadership,21.2,22-12-2022,2022,Dec
7243,Project Manager,Tech Mahindra,Chennai,Azure,Mid-Level,24.5,13-01-2021,2021,Jan
7244,Data Scientist,Capgemini,Pune,SQL,Mid-Level,16,11-04-2021,2021,Apr
7245,Data Engineer,TCS,Mumbai,Tableau,Senior,22.2,04-02-2021,2021,Feb
7246,Data Analyst,IBM,Kolkata,Power BI,Mid-Level,7.1,08-03-2020,2020,Mar
7247,ML Engineer,TCS,Gurgaon,Azure,Mid-Level,8.7,26-07-2021,2021,Jul
7248,ML Engineer,Wipro,Gurgaon,Python,Mid-Level,6.3,26-05-2022,2022,May
7249,Business Analyst,IBM,Ahmedabad,R,Fresher,16.2,19-10-2022,2022,Oct
7250,Project Manager,Oracle,Kolkata,Machine Learning,Mid-Level,5.8,26-03-2021,2021,Mar
7251,Software Engineer,Zoho,Kolkata,AWS,Leadership,5.4,24-10-2022,2022,Oct
7252,Business Analyst,Flipkart,Hyderabad,Power BI,Mid-Level,17.8,04-08-2020,2020,Aug
7253,Data Scientist,Tech Mahindra,Mumbai,Tableau,Mid-Level,14.1,15-11-2021,2021,Nov
7254,Data Engineer,Amazon,Delhi,Excel,Fresher,10.3,01-11-2021,2021,Nov
7255,Business Analyst,Amazon,Bangalore,SQL,Mid-Level,20.6,23-05-2020,2020,May
7256,Project Manager,Flipkart,Pune,Power BI,Mid-Level,16.4,06-03-2022,2022,Mar
7257,Data Analyst,Infosys,Hyderabad,Power BI,Mid-Level,16.3,02-02-2022,2022,Feb
7258,Business Analyst,IBM,Noida,Spark,Fresher,12.2,23-06-2020,2020,Jun
7259,Data Scientist,Amazon,Mumbai,Python,Mid-Level,19.4,03-06-2021,2021,Jun
7260,ML Engineer,Wipro,Noida,Spark,Fresher,16,26-06-2020,2020,Jun
7261,DevOps Engineer,IBM,Hyderabad,SQL,Senior,19.5,06-11-2021,2021,Nov
7262,Data Engineer,Cognizant,Pune,Excel,Mid-Level,21.5,31-07-2022,2022,Jul
7263,Data Scientist,Accenture,Mumbai,Excel,Mid-Level,9.8,05-12-2022,2022,Dec
7264,Software Engineer,Deloitte,Hyderabad,Python,Mid-Level,21.2,01-04-2022,2022,Apr
7265,Project Manager,Deloitte,Hyderabad,Python,Mid-Level,17.2,16-08-2021,2021,Aug
7266,ML Engineer,Accenture,Mumbai,AWS,Mid-Level,26,26-07-2022,2022,Jul
7267,ML Engineer,Zoho,Kolkata,Machine Learning,Senior,18.6,09-06-2020,2020,Jun
7268,Software Engineer,HCLTech,Bangalore,Python,Mid-Level,12.2,13-08-2022,2022,Aug
7269,ML Engineer,Capgemini,Ahmedabad,Python,Fresher,15.9,20-01-2023,2023,Jan
7270,DevOps Engineer,HCLTech,Ahmedabad,Spark,Senior,22.4,22-07-2021,2021,Jul
7271,Data Engineer,TCS,Chennai,Spark,Mid-Level,6,08-11-2022,2022,Nov
7272,DevOps Engineer,Cognizant,Pune,Python,Mid-Level,14.8,09-04-2021,2021,Apr
7273,Project Manager,Zoho,Delhi,Tableau,Fresher,12.9,25-09-2022,2022,Sep
7274,Data Analyst,Oracle,Ahmedabad,Spark,Senior,12,07-01-2023,2023,Jan
7275,DevOps Engineer,Wipro,Kolkata,Tableau,Mid-Level,5.2,08-10-2020,2020,Oct
7276,Business Analyst,Deloitte,Noida,AWS,Leadership,17.9,02-03-2022,2022,Mar
7277,Data Scientist,Deloitte,Hyderabad,Spark,Leadership,15.8,20-09-2020,2020,Sep
7278,ML Engineer,Wipro,Bangalore,Azure,Mid-Level,22.3,17-10-2021,2021,Oct
7279,ML Engineer,Wipro,Delhi,AWS,Mid-Level,14.3,15-08-2021,2021,Aug
7280,Project Manager,Zoho,Mumbai,SQL,Fresher,4.9,27-08-2022,2022,Aug
7281,Software Engineer,Zoho,Bangalore,Python,Mid-Level,29.1,01-10-2020,2020,Oct
7282,Business Analyst,Wipro,Ahmedabad,Spark,Mid-Level,29.6,18-03-2020,2020,Mar
7283,Business Analyst,IBM,Pune,Spark,Mid-Level,20.6,19-12-2021,2021,Dec
7284,Data Engineer,Tech Mahindra,Gurgaon,Python,Leadership,6.5,22-09-2021,2021,Sep
7285,ML Engineer,Oracle,Kolkata,Python,Senior,23.9,18-10-2022,2022,Oct
7286,Business Analyst,Capgemini,Pune,Azure,Mid-Level,18.1,26-04-2022,2022,Apr
7287,Business Analyst,Zoho,Kolkata,R,Fresher,13.5,17-09-2022,2022,Sep
7288,Data Scientist,Oracle,Delhi,R,Senior,25.5,25-03-2022,2022,Mar
7289,Data Scientist,Amazon,Delhi,SQL,Fresher,25.7,26-10-2022,2022,Oct
7290,Data Analyst,Infosys,Chennai,Excel,Mid-Level,26,15-09-2022,2022,Sep
7291,Project Manager,IBM,Pune,AWS,Fresher,6.3,24-09-2020,2020,Sep
7292,Business Analyst,Flipkart,Pune,Excel,Mid-Level,9,19-06-2022,2022,Jun
7293,Software Engineer,Flipkart,Ahmedabad,Excel,Leadership,25.1,19-06-2020,2020,Jun
7294,Data Engineer,TCS,Bangalore,Power BI,Senior,14.2,23-11-2020,2020,Nov
7295,Project Manager,Flipkart,Bangalore,Tableau,Senior,14.8,15-02-2021,2021,Feb
7296,Project Manager,TCS,Ahmedabad,AWS,Fresher,9.8,06-01-2021,2021,Jan
7297,Project Manager,Deloitte,Gurgaon,Azure,Senior,27.1,01-07-2022,2022,Jul
7298,Data Engineer,Deloitte,Hyderabad,R,Fresher,22.6,18-11-2022,2022,Nov
7299,Project Manager,TCS,Noida,Spark,Leadership,7.9,25-02-2020,2020,Feb
7300,DevOps Engineer,Wipro,Noida,R,Fresher,18.6,18-03-2021,2021,Mar
7301,ML Engineer,Zoho,Delhi,Spark,Fresher,10.9,14-03-2021,2021,Mar
7302,Data Scientist,Capgemini,Bangalore,Python,Mid-Level,22.1,22-05-2020,2020,May
7303,Project Manager,Infosys,Hyderabad,Power BI,Mid-Level,14.7,08-09-2021,2021,Sep
7304,Data Analyst,Amazon,Ahmedabad,Excel,Senior,25.8,08-12-2022,2022,Dec
7305,ML Engineer,Tech Mahindra,Bangalore,Azure,Mid-Level,15.7,24-12-2020,2020,Dec
7306,Data Scientist,Zoho,Chennai,Python,Mid-Level,23.7,19-05-2020,2020,May
7307,Data Engineer,Cognizant,Mumbai,Spark,Mid-Level,28.2,17-02-2021,2021,Feb
7308,Software Engineer,Amazon,Chennai,Machine Learning,Mid-Level,25.2,08-02-2023,2023,Feb
7309,Project Manager,IBM,Gurgaon,R,Fresher,19.2,16-09-2021,2021,Sep
7310,Business Analyst,Capgemini,Mumbai,Machine Learning,Senior,20.7,23-02-2023,2023,Feb
7311,DevOps Engineer,Flipkart,Bangalore,R,Fresher,20.2,15-08-2020,2020,Aug
7312,Data Scientist,Zoho,Noida,Azure,Mid-Level,19,12-01-2022,2022,Jan
7313,Data Scientist,Zoho,Hyderabad,SQL,Fresher,9.3,13-08-2021,2021,Aug
7314,Project Manager,IBM,Mumbai,AWS,Mid-Level,11.4,09-01-2023,2023,Jan
7315,DevOps Engineer,Flipkart,Chennai,AWS,Fresher,5.4,28-02-2020,2020,Feb
7316,Data Engineer,Flipkart,Gurgaon,Power BI,Leadership,7.9,24-01-2021,2021,Jan
7317,Business Analyst,HCLTech,Gurgaon,SQL,Mid-Level,7.5,21-04-2020,2020,Apr
7318,Data Scientist,Amazon,Hyderabad,Python,Mid-Level,16.4,18-12-2021,2021,Dec
7319,Business Analyst,Oracle,Noida,SQL,Mid-Level,17,07-07-2020,2020,Jul
7320,Project Manager,Infosys,Bangalore,Python,Fresher,22.9,12-02-2023,2023,Feb
7321,Software Engineer,Infosys,Kolkata,Spark,Fresher,26.4,10-08-2022,2022,Aug
7322,Data Engineer,Amazon,Gurgaon,Tableau,Mid-Level,6.1,08-11-2022,2022,Nov
7323,Data Scientist,HCLTech,Bangalore,Excel,Fresher,18.1,04-09-2020,2020,Sep
7324,Data Scientist,IBM,Hyderabad,Tableau,Mid-Level,11.4,04-12-2022,2022,Dec
7325,Software Engineer,Flipkart,Bangalore,Machine Learning,Senior,9.9,19-09-2021,2021,Sep
7326,Project Manager,Cognizant,Chennai,Python,Mid-Level,8,27-08-2022,2022,Aug
7327,Project Manager,Wipro,Mumbai,R,Mid-Level,23,19-04-2020,2020,Apr
7328,DevOps Engineer,IBM,Bangalore,Machine Learning,Senior,29.8,06-04-2021,2021,Apr
7329,DevOps Engineer,Capgemini,Mumbai,Excel,Mid-Level,10.9,12-04-2020,2020,Apr
7330,ML Engineer,IBM,Delhi,Power BI,Fresher,26.1,27-01-2023,2023,Jan
7331,Project Manager,Tech Mahindra,Ahmedabad,AWS,Senior,24.7,24-02-2022,2022,Feb
7332,ML Engineer,Infosys,Hyderabad,Tableau,Mid-Level,17.4,18-10-2021,2021,Oct
7333,Data Scientist,Flipkart,Noida,SQL,Mid-Level,16.4,12-09-2022,2022,Sep
7334,Data Analyst,Accenture,Bangalore,Machine Learning,Mid-Level,9.3,04-02-2020,2020,Feb
